video_name,video_height,rel_distance,mos,ci,std
Reading_Stairs_ds_2160p_crf30_hevc,2160p,1.6H,4.2,0.4889009147043453,0.7888106377466155
Reading_Stairs_ds_2160p_crf38_hevc,2160p,1.6H,3.076923076923077,0.2682908824884262,0.4935481167928245
ElFuente_8s_224000-231750.avi_720p_crf22_hevc,720p,1.6H,2.6666666666666665,0.413196688203041,0.5163977794943222
ElFuente_8s_224000-231750.avi_1080p_crf22_hevc,1080p,1.6H,4.0,0.5238224086117986,0.7559289460184544
DialogMeridian_360p_crf38_hevc,360p,1.6H,1.0,0.0,0.0
american_football_harmonic_8s_2160p_crf22_hevc,2160p,1.6H,4.75,0.2558894521397416,0.4522670168666454
DialogMeridian_1080p_crf30_hevc,1080p,1.6H,3.333333333333333,0.502212099891965,0.8876253645985945
ReadySetGoJockeyConcat_8s_0-8000.avi_2160p_crf38_hevc,2160p,1.6H,2.8181818181818183,0.5164104819805915,0.8738628975053029
monkeys_harmonic_0_cropped_8s_1080p_crf30_hevc,1080p,1.6H,3.6,0.7839855938160216,0.8944271909999159
ElFuente_8s_224000-231750.avi_2160p_crf38_hevc,2160p,1.6H,3.1666666666666665,0.4060924906833346,0.7177405625652734
american_football_harmonic_8s_1080p_crf38_hevc,1080p,1.6H,2.5454545454545454,0.3086142911116831,0.5222329678670935
Moment_of_Intensity_8s_1080p_crf22_hevc,1080p,1.6H,3.6666666666666665,0.326660664090009,0.5
ReadySetGoJockeyConcat_8s_0-8000.avi_1080p_crf22_hevc,1080p,1.6H,3.7142857142857135,0.3614718033947601,0.4879500364742666
Reading_Stairs_ds_720p_crf30_hevc,720p,1.6H,2.888888888888889,0.3925972580178818,0.6009252125773316
ReadySetGoJockeyConcat_8s_0-8000.avi_1080p_crf30_hevc,1080p,1.6H,3.6666666666666665,0.4619679414498925,0.7071067811865475
AVT-Faces_lightingLoop__V8-0019_360p_crf38_hevc,360p,1.6H,1.5,0.3814574731397608,0.674199862463242
Reading_Stairs_ds_720p_crf22_hevc,720p,1.6H,3.0,0.3703983772668733,0.5345224838248488
ElFuente_8s_224000-231750.avi_360p_crf38_hevc,360p,1.6H,1.2727272727272727,0.3821504028173929,0.6466697906828633
DialogMeridian_720p_crf30_hevc,720p,1.6H,3.0,0.0,0.0
AVT-Faces_lightingLoop__V8-0019_720p_crf30_hevc,720p,1.6H,2.5,0.526724494024805,0.8498365855987975
Moment_of_Intensity_8s_1080p_crf30_hevc,1080p,1.6H,2.75,0.2558894521397416,0.4522670168666454
ReadySetGoJockeyConcat_8s_0-8000.avi_720p_crf30_hevc,720p,1.6H,2.6666666666666665,0.653321328180018,0.5773502691896258
AVT-Faces_lightingLoop__V8-0032_360p_crf22_hevc,360p,1.6H,2.1,0.1959963984540054,0.3162277660168379
AVT-Faces_lightingLoop__V8-0032_360p_crf38_hevc,360p,1.6H,1.125,0.2449954980675067,0.3535533905932738
DialogMeridian_360p_crf30_hevc,360p,1.6H,1.6923076923076923,0.2611351694021935,0.4803844614152613
Moment_of_Intensity_8s_1080p_crf38_hevc,1080p,1.6H,2.111111111111111,0.6062565347529135,0.927960727138337
DialogMeridian_720p_crf38_hevc,720p,1.6H,1.5,0.3703983772668733,0.5345224838248488
fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s_720p_crf38_hevc,720p,1.6H,2.1666666666666665,0.4060924906833346,0.7177405625652734
AVT-Faces_lightingLoop__V8-0032_1080p_crf22_hevc,1080p,1.6H,4.444444444444445,0.4746269411994117,0.7264831572567788
Knitting_Close_ds_360p_crf30_hevc,360p,1.6H,2.142857142857143,0.5111983267763306,0.6900655593423541
fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s_1080p_crf38_hevc,1080p,1.6H,3.0,0.6048580172391601,0.816496580927726
monkeys_harmonic_0_cropped_8s_360p_crf38_hevc,360p,1.6H,1.0,0.0,0.0
ReadySetGoJockeyConcat_8s_0-8000.avi_360p_crf22_hevc,360p,1.6H,2.4166666666666665,0.5636456377851907,0.996204919895622
